vot,voicing
44.87785738862371,voiceless
-0.6679473940196523,voiceless
18.648783152491298,voiceless
12.36334035180553,voiceless
17.949446859614415,voiceless
12.791142142839274,voiceless
48.29151844986601,voiceless
14.331080284349262,voiceless
-122.43765413678788,voiced
34.75425356760642,voiceless
44.75007269135012,voiceless
-7.733162891764067,voiceless
24.717059437712187,voiceless
9.992621376630815,voiceless
18.37616078600224,voiceless
12.794391600694732,voiceless
18.75492654964628,voiceless
13.922168807607882,voiceless
30.30829521608258,voiceless
33.99023283587055,voiceless
-115.90960524283,voiced
36.00671812927403,voiceless
13.612579742413145,voiceless
5.219381146762014,voiceless
26.064665859140803,voiceless
12.741814703373988,voiceless
24.369951139885604,voiceless
34.58901494367317,voiceless
-0.01594884679856356,voiceless
48.470018709330986,voiced
137.31872199831253,voiceless
39.07896623091778,voiceless
19.943582866861043,voiceless
37.34955347627211,voiceless
-114.2012858283108,voiced
-132.9036631638656,voiced
-148.58050429245938,voiced
28.25654062209526,voiceless
29.62573758716802,voiceless
-153.23211591720639,voiced
16.33150583526688,voiceless
18.724584816215195,voiceless
12.232701510686228,voiceless
12.954372046431018,voiceless
17.268221207171976,voiceless
12.357743605625693,voiceless
29.12129922430684,voiceless
36.82941192452694,voiceless
-111.0939310224589,voiced
-148.92708289409796,voiced
24.811504804417297,voiceless
-108.78908052853076,voiced
-144.6929699968238,voiced
-127.92555420529084,voiced
-150.74324236682114,voiced
-145.80361931130037,voiced
39.33886871777159,voiceless
18.577034738061823,voiceless
-156.5184504754339,voiced
14.262852646982571,voiceless
28.8870129099692,voiceless
12.337584987593075,voiceless
14.61896365887516,voiceless
-113.28762189873598,voiced
15.98477310854307,voiceless
-123.56645599999284,voiced
9.84625493403879,voiceless
27.996712407890367,voiceless
10.801934538814615,voiceless
28.544656904808228,voiceless
-141.93326508251647,voiced
-137.7573266561053,voiced
-140.34763796927174,voiced
37.14419010193781,voiceless
22.7603575469294,voiceless
-150.45204109625675,voiced
8.73434946594398,voiceless
28.585128047319273,voiceless
14.130097974528578,voiceless
23.679625276167403,voiceless
13.03662325695587,voiceless
17.17051008881598,voiceless
-106.04246418793362,voiced
11.727707038441723,voiceless
15.583002646402557,voiceless
-133.86508435216692,voiced
27.271590389148503,voiceless
-135.31772076665715,voiced
-134.13793005869357,voiced
21.837682693631955,voiceless
24.578836212571066,voiceless
-133.16905668232548,voiced
7.819638853413968,voiceless
12.25430295333596,voiceless
-154.7872577067918,voiced
209.04367434465908,voiced
43.04496295729399,voiced
44.33935767323116,voiceless
-133.3159901287484,voiced
-133.72085863613492,voiced
48.62695501671021,voiceless
22.38250104830208,voiceless
173.32836059754376,voiceless
14.330799696647745,voiceless
46.06065069526544,voiceless
27.94506643310246,voiceless
-174.5794036368884,voiced
45.89826790220375,voiceless
45.5805922992254,voiceless
-180.2042874906118,voiced
28.63414412962517,voiceless
-176.6897430490064,voiced
45.6353676889083,voiceless
35.141724217841116,voiceless
43.3555501158116,voiceless
13.795995431553854,voiceless
18.268110729755534,voiceless
22.039987597096243,voiceless
7.0810972715080744,voiceless
-166.34940723375834,voiced
14.210141372570371,voiceless
-161.5849700116474,voiced
9.636968243001752,voiceless
-194.61965553302397,voiced
22.51635863602197,voiceless
31.10074355392589,voiceless
-161.80976412998737,voiced
30.409698967577725,voiceless
33.44197404455285,voiceless
18.29801386226282,voiceless
20.076317089619657,voiceless
19.49617028965789,voiceless
16.953487348970953,voiceless
20.1221429728915,voiceless
49.27613992731117,voiceless
26.45467155950465,voiceless
-183.29973264657065,voiced
21.43851167807864,voiceless
33.70520326564686,voiceless
-176.52184106349634,voiced
43.888376846176854,voiceless
27.586061990428018,voiceless
12.03488807960773,voiceless
-172.5348404629083,voiced
19.75535947899454,voiceless
12.909833660355474,voiceless
36.96912356886939,voiceless
28.15045385366033,voiceless
7.005702900529931,voiceless
17.081425650146365,voiceless
-176.2868380229654,voiced
21.215768269587933,voiceless
16.401046530666985,voiceless
166.36445300770575,voiceless
14.23009024775701,voiceless
27.777859491350696,voiceless
-110.50341479007186,voiced
-181.69245386685176,voiced
23.626196298494495,voiceless
-115.70104154586458,voiced
12.317174880347004,voiceless
23.57702029542086,voiceless
18.01032637514033,voiceless
31.8023735883568,voiceless
48.44560022169952,voiceless
25.60576604496023,voiceless
-142.82185306387984,voiced
12.300849751487595,voiceless
23.691987471198495,voiceless
-154.78531419549847,voiced
23.56929990047685,voiceless
-162.83861510376397,voiced
20.578682278113327,voiceless
15.644535798891024,voiceless
46.16023950436454,voiceless
65.78456350276385,voiceless
19.314726522606797,voiceless
54.808103435935784,voiceless
28.03610479559593,voiceless
47.204612837941525,voiceless
31.37858388147951,voiceless
24.874757357137955,voiceless
33.16347188871727,voiceless
20.095340398228466,voiceless
25.14206577777567,voiceless
8.590565493845848,voiceless
41.43736745624249,voiceless
32.80139784340008,voiceless
25.955041303281632,voiceless
22.528146248731893,voiceless
12.02353128217304,voiceless
28.79045302449179,voiceless
28.079651412593165,voiceless
40.79813623704109,voiceless
23.565408364075054,voiceless
42.91253101270587,voiceless
38.47495047894745,voiceless
18.966246607785784,voiceless
47.41872369706135,voiceless
33.725309057815565,voiceless
44.34317293909884,voiceless
41.61959524417358,voiceless
42.994437328748305,voiceless
43.482606350145446,voiceless
48.81012349851943,voiceless
43.51639853739453,voiceless
44.23161393878239,voiceless
38.51142981492717,voiceless
35.87672727809799,voiceless
14.562924623567008,voiceless
40.41528065013722,voiceless
-8.713854943232846,voiceless
24.683375439373823,voiceless
13.812186804762929,voiceless
42.99364285325913,voiceless
17.74781814541937,voiceless
18.789449942596903,voiceless
27.032238977594545,voiceless
37.16235526269984,voiceless
27.308218088524903,voiceless
52.28112912989013,voiceless
23.10704709835698,voiceless
55.34337424189806,voiceless
32.091607426242504,voiceless
48.12291808661829,voiceless
48.09617032275093,voiceless
3.63617861505805,voiceless
36.348884945414326,voiceless
18.61644509185645,voiceless
36.19331966959538,voiceless
35.10958614658399,voiceless
44.16683536980415,voiceless
16.510780229846755,voiceless
23.984550056031505,voiceless
19.566566038654365,voiceless
13.413084192001268,voiceless
27.453422000802696,voiceless
31.17402262923697,voiceless
9.939529346510769,voiceless
21.99183153485773,voiceless
22.265152752087847,voiceless
21.95238725635229,voiceless
21.0344201644983,voiceless
21.322129243393384,voiceless
30.0779844689969,voiceless
15.1367968589452,voiceless
20.57888565336585,voiceless
22.78340119342326,voiceless
12.095454322986532,voiceless
9.268898214161991,voiceless
9.996028596394035,voiceless
20.301766716541604,voiceless
15.803071736938731,voiceless
19.53698595453657,voiceless
16.476012373872972,voiceless
23.097905270813342,voiceless
26.08816790185675,voiceless
19.443877448403143,voiceless
17.15654556513546,voiceless
23.67621887501614,voiceless
20.06414752520702,voiceless
19.7152746772693,voiceless
111.91017053246122,voiceless
25.95605581972027,voiceless
20.523788822530253,voiceless
23.838583393139157,voiceless
26.10836153687135,voiceless
21.102586097072052,voiceless
21.801554069147187,voiceless
16.281289076661153,voiceless
19.361639481085824,voiceless
11.990729986583236,voiceless
14.064015796195983,voiceless
19.51226726533528,voiceless
27.82419767739497,voiceless
18.55844425687203,voiceless
26.363443996405557,voiceless
21.715769196670177,voiceless
18.815249559343773,voiceless
14.221060919113349,voiceless
18.19488660574009,voiceless
25.19355547238533,voiceless
77.73069406400145,voiceless
17.88048508733786,voiceless
10.459713795505031,voiceless
13.722180544529117,voiceless
11.225280935394654,voiceless
13.541308667159855,voiceless
16.48087832734635,voiceless
14.41648518926586,voiceless
97.85037405813824,voiceless
72.33274223749886,voiceless
22.057282963815815,voiceless
33.264699379324746,voiceless
17.182515558556098,voiceless
14.811109987608484,voiceless
19.543081795328376,voiceless
66.32662753733165,voiceless
-17.464790271646603,voiceless
71.27756025387444,voiceless
74.87807742817321,voiceless
11.658644304969323,voiceless
16.7247811521144,voiceless
12.93916427195807,voiceless
22.724332903705236,voiceless
30.226247132341012,voiceless
103.35072413955938,voiceless
24.158918287287445,voiceless
47.18507486917167,voiceless
86.869852533624,voiceless
95.66679532447742,voiceless
29.20923584419166,voiceless
71.58860968992953,voiceless
26.369598461676524,voiceless
13.360594632194632,voiceless
35.40143422776198,voiceless
21.12465069164915,voiceless
17.230161785257046,voiceless
15.043965052005449,voiceless
56.25104827164606,voiceless
17.13478629337839,voiceless
11.978312561623628,voiceless
38.742106006234955,voiceless
12.306647598811836,voiceless
31.760642862510345,voiceless
21.90468981529614,voiceless
15.993631578003264,voiceless
37.17943392067902,voiceless
15.082169878489092,voiceless
69.80902515497888,voiceless
71.89098836782226,voiceless
18.98900541869719,voiceless
10.79263973494604,voiceless
26.870651056011496,voiceless
26.278793073496676,voiceless
26.265750228240403,voiceless
25.95727082612065,voiceless
23.369255662818222,voiceless
38.92220796520074,voiceless
22.158877943437183,voiceless
13.883162220528876,voiceless
25.677077914009637,voiceless
23.22783594708944,voiceless
10.969568039021826,voiceless
25.6280384659493,voiceless
35.70883953435078,voiceless
27.024270601750946,voiceless
28.249304241910743,voiceless
0.5187503413788264,voiceless
48.09334441602897,voiceless
33.370537456681504,voiceless
24.360427300219143,voiceless
27.397685278455207,voiceless
27.53354337823266,voiceless
6.287987835194242,voiceless
28.88017054705472,voiceless
26.921829132768416,voiceless
19.724611356647827,voiceless
19.127737065208095,voiceless
22.917489986340467,voiceless
35.79629291848852,voiceless
26.55952282185958,voiceless
29.499940940329378,voiceless
8.003964364180938,voiceless
25.034470421620547,voiceless
26.171427933743495,voiceless
14.10165826201082,voiceless
24.794975779172113,voiceless
22.3226572187043,voiceless
21.613824298508,voiceless
0.43987179754423344,voiceless
13.619965518985031,voiceless
46.17701285509269,voiceless
25.414206499926095,voiceless
39.93870789534459,voiceless
24.03459137987052,voiceless
39.8742457727812,voiceless
30.64095210818651,voiceless
186.50093077849615,voiceless
24.053004045161643,voiceless
31.472437648762508,voiceless
-0.5872201328920301,voiceless
17.137854282432528,voiceless
23.47211639775404,voiceless
32.21898659029243,voiceless
24.041496981137776,voiceless
46.52403008776385,voiceless
22.51159806211067,voiceless
39.46218892783859,voiceless
22.232814871689264,voiceless
11.317516025965311,voiceless
26.77323542461263,voiceless
40.366853202779886,voiceless
14.78434850054966,voiceless
20.632253766621034,voiceless
27.35853246018727,voiceless
15.092296684660056,voiceless
21.09866163910756,voiceless
11.999896124342268,voiceless
23.953748570657353,voiceless
21.427069375257403,voiceless
11.515685978752188,voiceless
12.569650493974738,voiceless
-387.1609191580538,voiceless
22.93225199556126,voiceless
-121.84299908166707,voiceless
19.10355214980064,voiceless
17.558938910795074,voiceless
17.714984903046904,voiceless
23.533395305164404,voiceless
28.969732965841377,voiceless
12.64768923739812,voiceless
25.424413854369337,voiceless
14.808236541152151,voiceless
17.11930138773299,voiceless
19.907288386293853,voiceless
16.569252345933762,voiceless
18.48421041399262,voiceless
18.650521330408232,voiceless
27.031901697947003,voiceless
30.363052861300588,voiceless
28.29822865377696,voiceless
29.49241817285042,voiceless
19.59846185469982,voiceless
19.34439505850105,voiceless
26.29838314400623,voiceless
-111.9870429696538,voiceless
24.01201525844443,voiceless
-124.2264323498874,voiceless
12.18708092796783,voiceless
24.328639000012146,voiceless
6.721296203021643,voiceless
26.374938342208058,voiceless
26.684726856823325,voiceless
9.55930637521174,voiceless
24.182210093010916,voiceless
-112.8826457498685,voiceless
22.452689285978433,voiceless
15.106821605766596,voiceless
20.634032544644132,voiceless
11.823595585732429,voiceless
19.055964751095832,voiceless
29.997482988306736,voiceless
21.67626338101081,voiceless
-129.80616920273135,voiceless
13.4474934964266,voiceless
41.80142168707279,voiceless
11.805746122878212,voiceless
29.415336847349984,voiceless
17.539825531204478,voiceless
-122.03045199507211,voiceless
0.29242701297294005,voiceless
22.416300279254344,voiceless
32.88805847935228,voiceless
120.0920531104146,voiceless
36.69138628381275,voiceless
32.84456218873921,voiceless
-36.38411559788002,voiceless
9.499988354589316,voiceless
-145.17007612845012,voiceless
8.834393768630488,voiceless
0.7217376781809559,voiceless
8.956878082536424,voiceless
10.009897471614735,voiceless
9.516591373811668,voiceless
5.82805595954039,voiceless
8.533503531579,voiceless
6.247270726364329,voiceless
7.163594445936949,voiceless
9.109983401398791,voiceless
8.903427376020012,voiceless
15.032417624637253,voiceless
8.136758393955667,voiceless
9.33356223370463,voiceless
18.818925638891425,voiceless
17.1176723246772,voiceless
5.3288792823134035,voiceless
9.083687902921689,voiceless
10.4168254025101,voiceless
1.7422951534876718,voiceless
10.13286772837574,voiceless
20.6417357965053,voiceless
30.87150484080148,voiceless
22.7980686610646,voiceless
-32.74537681040768,voiceless
2.830544924038225,voiceless
11.698769647795926,voiceless
7.19791147544413,voiceless
12.303963467644618,voiceless
23.131375346958414,voiceless
9.574104473687894,voiceless
15.331488589211515,voiceless
7.15657045786644,voiceless
13.40465435113547,voiceless
15.886700564383682,voiceless
7.003549434775214,voiceless
3.205184596499877,voiceless
8.594980811826968,voiceless
15.562710560356184,voiceless
18.25891670244617,voiceless
5.987658818505048,voiceless
9.58521199714646,voiceless
23.186047020471335,voiceless
13.74071430041912,voiceless
9.250658641856369,voiceless
9.503957039542213,voiceless
6.7851003114707265,voiceless
5.841389449975698,voiceless
10.831829138059913,voiceless
4.172196756345614,voiceless
3.775816192970405,voiceless
3.972097511772077,voiceless
13.16856406917244,voiceless
12.941785603358014,voiceless
13.701989568398965,voiceless
0.05690546873771129,voiceless
-12.40410178721918,voiceless
16.34104272701964,voiceless
19.85354238262138,voiceless
12.088437495400672,voiceless
12.61493573694894,voiceless
34.04479877373889,voiceless
-123.97138876033242,voiceless
-133.74140104685517,voiceless
-144.22731537857535,voiceless
18.826405585345984,voiceless
14.535345269237387,voiceless
10.733317069102188,voiceless
-119.26388552137234,voiceless
28.412911858802342,voiceless
18.95142855789622,voiceless
3.8351501113296216,voiceless
9.186643898478453,voiceless
17.35049334564609,voiceless
11.086252055958257,voiceless
20.36245718506524,voiceless
8.883142565011992,voiceless
16.588551892072534,voiceless
19.61815355693797,voiceless
-141.21087997493464,voiceless
-129.1239914240183,voiceless
4.572429795052235,voiceless
25.39743140079276,voiceless
49.00692626709224,voiceless
-12.067667182092068,voiceless
16.073921358021657,voiceless
-139.42659324975537,voiceless
34.70164977220747,voiceless
18.424940957382898,voiceless
29.518470756794812,voiceless
13.78480837183904,voiceless
23.961769794599075,voiceless
21.63785826189568,voiceless
35.00905080502159,voiceless
25.658130121166025,voiceless
-17.514885946489088,voiceless
25.901701991711825,voiceless
15.484479064464152,voiceless
18.38123192079033,voiceless
26.535260596863175,voiceless
37.25010941426166,voiceless
23.03800750208218,voiceless
15.632797151812428,voiceless
23.23016493328478,voiceless
22.68251406343824,voiceless
47.4593619962621,voiceless
27.380342666764477,voiceless
31.766411940157504,voiceless
24.160065333279412,voiceless
28.45630840177926,voiceless
48.02676791463589,voiceless
19.23205529778449,voiceless
37.03554349403593,voiceless
25.02858087071802,voiceless
15.213739909162529,voiceless
-271.7970901589031,voiceless
15.45554642318625,voiceless
35.08593310896258,voiceless
21.991969676764533,voiceless
22.399449932517857,voiceless
4.469767847555928,voiceless
12.450291838717488,voiceless
9.656917957035382,voiceless
16.26384378987278,voiceless
18.304125351562117,voiceless
43.44321495432801,voiceless
37.53627126313353,voiceless
109.5710997876458,voiceless
27.447760850878076,voiceless
54.74766538887032,voiceless
33.89494346965605,voiceless
18.925567074111747,voiceless
23.779522779852293,voiceless
17.961209340965567,voiceless
42.12485786490517,voiceless
15.920092054426572,voiceless
12.715205165334975,voiceless
49.115950055333535,voiceless
33.65636724499854,voiceless
12.162579030752909,voiceless
24.464636019378982,voiceless
54.63117271834727,voiceless
57.35212155937508,voiceless
40.11229596503085,voiceless
22.631130681338263,voiceless
29.268216197967377,voiceless
51.906174035991846,voiceless
22.600046880821843,voiceless
99.79205250621324,voiceless
46.069153306910195,voiceless
34.6746566507512,voiceless
21.340955234409932,voiceless
34.565958094708414,voiceless
51.73547485126528,voiceless
23.4893416945825,voiceless
32.79335518590454,voiceless
32.13037950979047,voiceless
22.11043040967975,voiceless
41.223020014509835,voiceless
20.78969208089032,voiceless
-4.418569738695366,voiceless
46.14165128613323,voiceless
52.25522729101462,voiceless
104.17499816791188,voiceless
32.691143666747855,voiceless
36.270857536691906,voiceless
41.03906774217925,voiceless
50.641398154504415,voiceless
36.04862909099471,voiceless
23.11154284884331,voiceless
39.620314765326235,voiceless
29.021174281488538,voiceless
29.64102123593149,voiceless
29.47376975591487,voiceless
29.65429429390598,voiceless
12.873054531988616,voiceless
28.85938597988713,voiceless
38.50198137536265,voiceless
48.07154178468976,voiceless
30.883588305193665,voiceless
31.250289058492697,voiceless
40.67310335630347,voiceless
34.91884511614685,voiceless
27.14542955679211,voiceless
102.72642490133576,voiceless
45.53318160655895,voiceless
36.24465443650649,voiceless
25.063214281408897,voiceless
127.66983082286276,voiceless
41.30734188872509,voiceless
44.223932924619234,voiceless
63.04297066509746,voiceless
41.45925909664183,voiceless
31.66501069456973,voiceless
69.9814570025845,voiceless
30.274469017257832,voiceless
93.43177774810196,voiceless
55.52180536070095,voiceless
80.70387926672096,voiceless
27.997346980781263,voiceless
72.60610699825332,voiceless
102.1423067678151,voiceless
105.9750818441747,voiceless
93.01056384308936,voiceless
-33.596865766922335,voiceless
58.91527322106271,voiceless
30.79769363828433,voiceless
73.05917650925386,voiceless
43.141715209703776,voiceless
42.437059560057165,voiceless
140.3144339304152,voiceless
52.51581415350736,voiceless
41.88198777256424,voiceless
81.99646329084077,voiceless
59.978145983883735,voiceless
50.351059915522576,voiceless
-99.65983444300964,voiceless
118.81133537251088,voiceless
9.52551541632518,voiceless
42.00490227970066,voiceless
14.30300077032154,voiceless
21.99307521798688,voiceless
37.86259187614305,voiceless
28.50322597590904,voiceless
28.009709740000275,voiceless
43.049995022128584,voiceless
47.87727868300951,voiceless
29.122605789600797,voiceless
9.500813293918496,voiceless
14.309174725799068,voiceless
42.292348558624624,voiceless
25.83059423356293,voiceless
14.054614162019918,voiceless
15.022152899714536,voiceless
35.16077717187094,voiceless
29.810605906650306,voiceless
50.39810539175438,voiceless
21.405158226551755,voiceless
11.02072321940395,voiceless
41.386612815246025,voiceless
51.112000939559366,voiceless
15.3634285025126,voiceless
31.631421452515298,voiceless
13.938122650714256,voiceless
21.133054949915575,voiceless
13.57456190757489,voiceless
37.23336533795152,voiceless
34.88143000473043,voiceless
23.169407143478203,voiceless
26.703878835226735,voiceless
11.783477712183243,voiceless
44.15633868072955,voiceless
14.952672932081468,voiceless
24.069895874808232,voiceless
26.81560307422193,voiceless
23.39704883140548,voiceless
14.069414573492756,voiceless
27.098058242456258,voiceless
20.73341653022909,voiceless
14.750022319789167,voiceless
102.57238292145531,voiceless
24.226234710825967,voiceless
22.320888282898466,voiceless
28.502320748093226,voiceless
4.863426307123886,voiceless
43.67426588082757,voiceless
25.99600580151451,voiceless
22.92172776643264,voiceless
101.16966092382796,voiceless
22.1934634734956,voiceless
40.23610621123974,voiceless
37.391259926353726,voiceless
35.54923386733222,voiceless
9.214913080072495,voiceless
21.83283006690484,voiceless
39.59052847210076,voiceless
2.176308457550346,voiceless
19.807317941756164,voiceless
19.012582508508793,voiceless
30.957132885838018,voiceless
13.715563177446375,voiceless
27.983032320644252,voiceless
30.87140679877698,voiceless
26.02201766773127,voiceless
13.497972963383951,voiceless
19.80488567050709,voiceless
16.397907475189875,voiceless
34.51913959771047,voiceless
2.6049859302526013,voiceless
36.518859288370955,voiceless
3.914720573445995,voiceless
4.626196418353823,voiceless
19.00095626536169,voiceless
19.27381914189197,voiceless
16.733678736768454,voiceless
36.32955021874196,voiceless
24.724466423549085,voiceless
97.30795651856972,voiceless
25.042324724441567,voiceless
31.54293872219549,voiceless
15.471780319270543,voiceless
97.39406167559994,voiceless
32.99351332754097,voiceless
11.040368285594404,voiceless
21.742348150744164,voiceless
31.955087527763215,voiceless
19.2854222095562,voiceless
30.823005065012676,voiceless
19.480882416271328,voiceless
15.932339975043286,voiceless
17.107526986533728,voiceless
30.411864844001713,voiceless
16.20116995371901,voiceless
90.5788807442145,voiceless
44.782682352352495,voiceless
15.19330099707017,voiceless
26.327916661369688,voiceless
32.29641479628231,voiceless
26.791618121577045,voiceless
37.530569636737845,voiceless
12.73317461582657,voiceless
98.18680866096408,voiceless
18.88364951879984,voiceless
30.432799050848168,voiceless
15.606252040105684,voiceless
5.773385850756929,voiceless
18.283030661843338,voiceless
16.345256175085645,voiceless
20.564527440480653,voiceless
39.49013087161957,voiceless
29.382381252894383,voiceless
90.98598359534328,voiceless
25.788753337018026,voiceless
16.24957020125617,voiceless
26.066192819003575,voiceless
32.106887982444874,voiceless
16.59755082321368,voiceless
15.592524000734851,voiceless
28.34710875529445,voiceless
16.592120373803752,voiceless
93.4757340603356,voiceless
40.20842874130426,voiceless
20.23364097642899,voiceless
18.242308766115656,voiceless
20.44737891140036,voiceless
15.745539859369106,voiceless
27.56339540322528,voiceless
26.60960654667366,voiceless
16.25687492833361,voiceless
14.960265072316403,voiceless
34.773627914419734,voiceless
40.1302681740463,voiceless
17.509649754505084,voiceless
20.799904878370025,voiceless
73.24694105017416,voiceless
19.70502274789187,voiceless
20.60203230513191,voiceless
81.04912160636447,voiceless
26.753564826628605,voiceless
41.221635300040525,voiceless
16.127598125113664,voiceless
17.044570447107166,voiceless
34.50871811234424,voiceless
15.599642156761684,voiceless
13.696454585985007,voiceless
14.877363456138992,voiceless
24.42206919256762,voiceless
112.3986470883196,voiceless
15.51663220640953,voiceless
19.8616625337118,voiceless
42.188947857424665,voiceless
42.42718876688922,voiceless
21.531597289501157,voiceless
13.375896205877646,voiceless
28.92971819498813,voiceless
23.93721789076464,voiceless
3.4590409937969024,voiceless
40.32201695619464,voiceless
17.226544353258653,voiceless
116.19528316425298,voiceless
38.4582458995304,voiceless
25.54545350206339,voiceless
35.26574609787336,voiceless
15.531486483361778,voiceless
27.76330131784399,voiceless
13.343969423371238,voiceless
111.5201124777101,voiceless
27.692321820224073,voiceless
38.56272469540145,voiceless
17.544684070793792,voiceless
32.41917225857938,voiceless
123.7463577236475,voiceless
19.988012627487173,voiceless
33.57786797827256,voiceless
37.52707743083717,voiceless
17.079205778854245,voiceless
27.43229191556096,voiceless
128.2387695257463,voiceless
24.58511402574848,voiceless
31.121006743525022,voiceless
148.7218566203976,voiceless
25.695447815979655,voiceless
36.30966739106667,voiceless
36.79685454275927,voiceless
43.673043265770595,voiceless
27.398418891893208,voiceless
37.27614534081347,voiceless
17.846707920006644,voiceless
32.72458274375456,voiceless
18.800741795954817,voiceless
35.16240010356198,voiceless
32.48051379234629,voiceless
118.06449033612142,voiceless
27.19500660058505,voiceless
36.07856497610484,voiceless
32.582210208248696,voiceless
44.76793067643947,voiceless
27.514888680874485,voiceless
43.16175578865855,voiceless
17.913737843478607,voiceless
122.07862178540752,voiceless
132.27337792625727,voiceless
114.84483786562572,voiceless
21.720435109348067,voiceless
123.06668053452952,voiceless
27.223823113250667,voiceless
34.018559468299344,voiceless
34.929918664646344,voiceless
40.89797528746697,voiceless
26.290469222531865,voiceless
41.34427368372307,voiceless
17.39330406285311,voiceless
132.10170448545088,voiceless
26.560957171037455,voiceless
125.36573676822816,voiceless
44.759131582066125,voiceless
30.29520177037348,voiceless
14.79093467528747,voiceless
84.80005855217576,voiceless
79.88073374094795,voiceless
17.038775978047703,voiceless
88.41465386982873,voiceless
16.915173477614953,voiceless
24.771856907759073,voiceless
16.413782106873498,voiceless
17.062895515472356,voiceless
23.42892532958496,voiceless
17.412358357671522,voiceless
27.78904647154534,voiceless
32.297689425115685,voiceless
101.03799650627263,voiceless
28.5769511018199,voiceless
27.38110932170601,voiceless
7.269206928926186,voiceless
23.413750641046335,voiceless
27.22143178307168,voiceless
16.26974414192972,voiceless
24.75691964332105,voiceless
26.984335929639336,voiceless
85.92708405958405,voiceless
26.450367552604437,voiceless
28.101866894859164,voiceless
96.5286685649751,voiceless
28.315244138098052,voiceless
17.237460741188258,voiceless
28.40761734833408,voiceless
18.00350380129889,voiceless
28.927790968058975,voiceless
111.8589037693365,voiceless
44.324183882070486,voiceless
20.017688221690257,voiceless
83.91183131749824,voiceless
26.149636208385285,voiceless
25.965885606148873,voiceless
19.158967940599236,voiceless
28.78733535780431,voiceless
17.04716099619241,voiceless
14.903966559301818,voiceless
44.78907549559308,voiceless
27.274615986576876,voiceless
23.86053348362882,voiceless
23.17435626563258,voiceless
86.63902521429345,voiceless
36.593895778332055,voiceless
98.3757189603507,voiceless
26.96820607211947,voiceless
8.429604177311534,voiceless
1.4975401024515111,voiceless
126.00007506210974,voiceless
17.30584673066882,voiceless
17.433403348363854,voiceless
0.4573634106934677,voiceless
27.57256127079688,voiceless
19.965890451857593,voiceless
27.377761984146876,voiceless
32.575097173398014,voiceless
37.05417608547257,voiceless
27.801093324349992,voiceless
0.7674782854918405,voiceless
1.674890483996938,voiceless
24.541030301727275,voiceless
18.874712140145355,voiceless
15.512436338362969,voiceless
16.444636754149975,voiceless
21.042686271548927,voiceless
19.131563319846222,voiceless
36.70607724498032,voiceless
33.828507286593364,voiceless
49.45042456788795,voiceless
112.48312242541104,voiceless
17.209844080451454,voiceless
33.71833814536629,voiceless
50.52410779075501,voiceless
28.62475826059474,voiceless
43.97062978839106,voiceless
45.16359980377472,voiceless
16.73196411106104,voiceless
39.34260597535766,voiceless
-5.699994071201031,voiceless
26.51598652814635,voiceless
37.46873336649714,voiceless
40.386503791352226,voiceless
30.35759041008657,voiceless
28.295757295337953,voiceless
24.190251145626895,voiceless
19.19853085695289,voiceless
48.13045113387826,voiceless
37.24900672265075,voiceless
30.097088979225585,voiceless
31.164930590220408,voiceless
54.40436459081677,voiceless
37.30708602581212,voiceless
47.251060933662494,voiceless
26.630508226038295,voiceless
34.09269097648981,voiceless
38.50271437752695,voiceless
32.30932102531847,voiceless
14.425216926620465,voiceless
112.14557879473676,voiceless
39.57934129143092,voiceless
98.6569074507595,voiceless
34.84701026330805,voiceless
25.197711816670186,voiceless
27.757857699838738,voiceless
38.57734336475116,voiceless
34.287712520973066,voiceless
28.440926403104697,voiceless
35.492624009505924,voiceless
27.27177451208029,voiceless
11.652976544255012,voiceless
27.877327060166436,voiceless
40.48536220333876,voiceless
21.504761641371715,voiceless
27.416792645309272,voiceless
40.73997767074577,voiceless
26.56003348698399,voiceless
34.46325749508716,voiceless
26.250936168480177,voiceless
14.59196666544993,voiceless
25.591947620152933,voiceless
24.901609004809757,voiceless
12.714650987380116,voiceless
49.34558289173396,voiceless
33.31666229723695,voiceless
12.820633751001507,voiceless
40.33638209964629,voiceless
30.7888499526201,voiceless
21.3605603575302,voiceless
25.296768123036493,voiceless
25.309721464085165,voiceless
14.911243138368224,voiceless
34.583935022771904,voiceless
31.035795757536675,voiceless
24.92530409418969,voiceless
6.171644525954756,voiceless
